clothing	0
north	1
west_is_the_dining_room._you_can_see_a_piece_of_white	2
mayor's_house	3
legible	4
proper	5
piece	6
inv	7
sheet	8
floor	9
gun	10
small	11
east	12
wall	13
hallway	14
piece_of_white	15
edible	16
west	17
wooden	18
paper	19
paper._once_you_have_read_it	20
light	21
street	22
desk	23
concealed	24
note	25
3rd	26
wooden_wood_a_small	27
bedroom	28
animate	29
video_store	30
black	31
guy	32
south	33
east._you_can_see_a_small	34
white	35
stairs	36
doors	37
outside	38
food	39
brickbuster	40
go_north_or_west	41
wood	42
door	43
story	44
north_is_the_upstairs._to_the_east	45
enterable	46
closet	47
pistol	48
hamburger	49
you	50
